flight_id,flight_date,airline,flight_number,origin_airport,destination_airport,distance_miles,aircraft_type,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay_minutes,arrival_delay_minutes,delay_reason,cancelled,cancellation_reason,diverted,seats_available,passengers,ticket_price_avg,revenue,fuel_cost,weather_condition,customer_satisfaction_score,had_valid_delay_data,survey_responded,is_delay_outlier,delay_category,route,month,month_name,day_of_week,is_weekend,quarter,load_factor,rasm,operating_margin,is_on_time
FL110724,2025-12-04,Bluewing Airlines,BL864,SEA,DEN,1022.0,Airbus A321,2025-12-04 20:15:00,2025-12-04 20:15:00,2025-12-04 22:29:00,2025-12-04 22:31:00,0.0,2.0,No Delay,False,Not Cancelled,False,250,214,255.21,54614.94,12435.11,Rain,,True,False,False,On-Time / Early,SEA-DEN,12,December,Thursday,False,4,0.856,0.2138,42179.83,True
FL107325,2025-01-09,Summit Airlines,SU140,LAX,BOS,2605.0,Airbus A321,2025-01-09 22:00:00,2025-01-09 22:02:00,2025-01-10 03:50:00,2025-01-10 03:42:00,2.0,-8.0,No Delay,False,Not Cancelled,False,160,124,435.23,53968.52,28796.5,Fog,4.0,True,True,False,Minor Delay,LAX-BOS,1,January,Thursday,False,1,0.775,0.1295,25172.019999999997,True
FL108992,2025-02-19,Horizon Airways,HO600,LAX,BOS,2605.0,Airbus A320,2025-02-19 19:45:00,2025-02-19 19:45:00,2025-02-20 01:33:00,2025-02-20 01:33:00,0.0,0.0,No Delay,False,Not Cancelled,False,220,185,480.86,88959.1,32247.66,Windy,2.0,True,True,False,On-Time / Early,LAX-BOS,2,February,Wednesday,False,1,0.841,0.1552,56711.44,True
FL106818,2025-03-01,Skylink Air,SK485,SEA,LAX,955.0,Boeing 737,2025-03-01 16:30:00,2025-03-01 16:30:00,2025-03-01 18:44:00,2025-03-01 18:40:00,0.0,-4.0,No Delay,False,Not Cancelled,False,140,84,272.89,22922.76,11743.07,Fog,4.0,True,True,False,On-Time / Early,SEA-LAX,3,March,Saturday,True,1,0.6,0.1714,11179.689999999999,True
FL101927,2025-12-26,Summit Airlines,SU216,BOS,SEA,2489.0,Airbus A321,2025-12-26 12:00:00,2025-12-26 12:02:00,2025-12-26 17:45:00,2025-12-26 17:45:00,2.0,0.0,No Delay,False,Not Cancelled,False,180,133,409.32,54439.56,26934.52,Rain,,True,False,False,Minor Delay,BOS-SEA,12,December,Friday,False,4,0.739,0.1215,27505.039999999997,True
FL110107,2025-07-16,Skylink Air,SK998,BOS,SEA,2489.0,Boeing 787,2025-07-16 06:15:00,2025-07-16 06:50:00,2025-07-16 11:45:00,2025-07-16 12:24:00,35.0,39.0,Air Traffic Control,False,Not Cancelled,False,180,177,425.74,75355.98,32622.92,Clear,3.0,True,True,True,Moderate Delay,BOS-SEA,7,July,Wednesday,False,3,0.983,0.1682,42733.06,False
FL101889,2025-02-14,Summit Airlines,SU490,DFW,JFK,1389.0,Airbus A320,2025-02-14 11:15:00,2025-02-14 12:15:00,2025-02-14 14:27:00,2025-02-14 15:31:00,60.0,64.0,Air Traffic Control,False,Not Cancelled,False,250,194,287.35,55745.9,13799.89,Clear,,True,False,True,Moderate Delay,DFW-JFK,2,February,Friday,False,1,0.776,0.1605,41946.01,False
FL106739,2025-12-01,Bluewing Airlines,BL572,BOS,JFK,186.0,Airbus A320,2025-12-01 19:45:00,2025-12-01 19:56:00,2025-12-01 20:30:00,2025-12-01 20:41:00,11.0,11.0,Security,False,Not Cancelled,False,220,174,260.58,45340.92,2079.94,Rain,,True,False,True,Minor Delay,BOS-JFK,12,December,Monday,False,4,0.791,1.108,43260.979999999996,True
FL107782,2025-03-07,Bluewing Airlines,BL976,MIA,LAX,2338.0,Airbus A321,2025-03-07 21:45:00,2025-03-07 21:40:00,2025-03-08 03:05:00,2025-03-08 03:01:00,-5.0,-4.0,No Delay,False,Not Cancelled,True,180,154,427.87,65891.98,30152.59,Clear,4.0,True,True,False,On-Time / Early,MIA-LAX,3,March,Friday,False,1,0.856,0.1566,35739.39,True
FL107345,2025-04-17,Bluewing Airlines,BL715,BOS,ORD,864.0,Airbus A321,2025-04-17 16:45:00,2025-04-17 16:47:00,2025-04-17 18:47:00,2025-04-17 18:52:00,2.0,5.0,No Delay,False,Not Cancelled,False,140,98,268.87,26349.26,10205.21,Clear,3.0,True,True,False,Minor Delay,BOS-ORD,4,April,Thursday,False,2,0.7,0.2178,16144.05,True
FL111528,2025-05-14,Summit Airlines,SU266,JFK,MIA,1091.0,Boeing 737,2025-05-14 11:30:00,2025-05-14 12:07:00,2025-05-14 13:53:00,2025-05-14 14:27:00,37.0,34.0,Late Aircraft Arrival,False,Not Cancelled,False,250,209,202.57,42337.13,12750.26,Fog,2.0,True,True,True,Moderate Delay,JFK-MIA,5,May,Wednesday,False,2,0.836,0.1552,29586.869999999995,False
FL103069,2025-09-10,Bluewing Airlines,BL167,MIA,BOS,1260.0,Boeing 737,2025-09-10 05:45:00,2025-09-10 05:42:00,2025-09-10 08:46:00,2025-09-10 08:37:00,-3.0,-9.0,No Delay,False,Not Cancelled,False,140,136,289.05,39310.8,12770.94,Clear,2.0,True,True,False,On-Time / Early,MIA-BOS,9,September,Wednesday,False,3,0.971,0.2229,26539.86,True
FL102704,2025-01-03,Horizon Airways,HO156,BOS,DFW,1559.0,Airbus A321,2025-01-03 08:30:00,2025-01-03 08:55:00,2025-01-03 12:10:00,2025-01-03 12:34:00,25.0,24.0,Airline Operations,False,Not Cancelled,True,250,194,330.26,64070.44,15128.22,Clear,3.0,True,True,True,Moderate Delay,BOS-DFW,1,January,Friday,False,1,0.776,0.1644,48942.22,False
FL100867,2025-10-03,Horizon Airways,HO107,LAX,ORD,1742.0,Boeing 737,2025-10-03 16:15:00,2025-10-03 16:15:00,2025-10-03 20:05:00,2025-10-03 20:06:00,0.0,1.0,No Delay,False,Not Cancelled,False,250,132,430.05,56766.6,20207.81,Windy,5.0,True,True,False,On-Time / Early,LAX-ORD,10,October,Friday,False,4,0.528,0.1303,36558.78999999999,True
FL109456,2025-09-08,Bluewing Airlines,BL807,MIA,DEN,1708.0,Boeing 787,2025-09-08 09:15:00,2025-09-08 09:15:00,2025-09-08 12:59:00,2025-09-08 13:06:00,0.0,7.0,No Delay,False,Not Cancelled,False,140,112,337.58,37808.96,17883.71,Rain,1.0,True,True,False,On-Time / Early,MIA-DEN,9,September,Monday,False,3,0.8,0.1581,19925.25,True
FL107505,2025-01-13,Horizon Airways,HO764,DFW,BOS,1559.0,Boeing 787,2025-01-13 14:45:00,2025-01-13 14:40:00,2025-01-13 18:16:00,2025-01-13 18:04:00,-5.0,-12.0,No Delay,False,Not Cancelled,False,220,161,444.97,71640.17,15918.91,Clear,3.0,True,True,False,On-Time / Early,DFW-BOS,1,January,Monday,False,1,0.732,0.2089,55721.259999999995,True
FL110461,2025-10-20,Coastal Express,CO888,ATL,DEN,1197.0,Boeing 737,2025-10-20 08:15:00,2025-10-20 08:12:00,2025-10-20 11:01:00,2025-10-20 10:53:00,-3.0,-8.0,No Delay,False,Not Cancelled,False,250,177,310.49,54956.73,15626.83,Rain,5.0,True,True,False,On-Time / Early,ATL-DEN,10,October,Monday,False,4,0.708,0.1836,39329.9,True
FL103016,2025-02-18,Skylink Air,SK463,ATL,LAX,1942.0,Boeing 737,2025-02-18 15:30:00,2025-02-18 15:30:00,2025-02-18 19:56:00,2025-02-18 19:48:00,0.0,-8.0,No Delay,False,Not Cancelled,False,220,198,356.91,70668.18,22730.63,Clear,2.0,True,True,False,On-Time / Early,ATL-LAX,2,February,Tuesday,False,1,0.9,0.1654,47937.54999999999,True
FL111715,2025-04-18,Skylink Air,SK732,JFK,SEA,2415.0,Boeing 787,2025-04-18 17:00:00,2025-04-18 17:00:00,2025-04-18 22:24:00,2025-04-18 22:24:00,0.0,0.0,No Delay,False,Not Cancelled,False,180,158,492.5,77815.0,30590.9,Clear,4.0,True,True,False,On-Time / Early,JFK-SEA,4,April,Friday,False,2,0.878,0.179,47224.1,True
FL105340,2025-09-14,Skylink Air,SK804,JFK,SEA,2415.0,Airbus A320,2025-09-14 09:00:00,2025-09-14 09:00:00,2025-09-14 14:19:00,2025-09-14 14:16:00,0.0,-3.0,No Delay,False,Not Cancelled,False,140,131,396.24,51907.44,24202.44,Rain,3.0,True,True,False,On-Time / Early,JFK-SEA,9,September,Sunday,True,3,0.936,0.1535,27705.000000000004,True
FL105491,2025-01-21,Coastal Express,CO286,LAX,JFK,2470.0,Boeing 737,2025-01-21 18:30:00,2025-01-21 18:30:00,2025-01-22 00:11:00,2025-01-22 00:12:00,0.0,1.0,No Delay,False,Not Cancelled,False,220,187,406.54,76022.98,30766.85,Clear,1.0,True,True,False,On-Time / Early,LAX-JFK,1,January,Tuesday,False,1,0.85,0.1399,45256.13,True
FL104163,2025-02-14,Horizon Airways,HO854,DEN,ORD,886.0,Boeing 737,2025-02-14 20:15:00,2025-02-14 20:10:00,2025-02-14 22:08:00,2025-02-14 22:07:00,-5.0,-1.0,No Delay,False,Not Cancelled,False,220,192,326.12,62615.04,10187.7,Clear,,True,False,False,On-Time / Early,DEN-ORD,2,February,Friday,False,1,0.873,0.3212,52427.34,True
FL104688,2025-06-28,Falcon Jet,FA456,BOS,SEA,2489.0,Boeing 787,2025-06-28 12:00:00,2025-06-28 11:55:00,2025-06-28 17:34:00,2025-06-28 17:30:00,-5.0,-4.0,No Delay,False,Not Cancelled,False,250,210,511.35,107383.5,31816.96,Storm,4.0,True,True,False,On-Time / Early,BOS-SEA,6,June,Saturday,True,2,0.84,0.1726,75566.54000000001,True
FL102738,2025-10-14,Skylink Air,SK655,MIA,JFK,1091.0,Boeing 787,2025-10-14 22:45:00,2025-10-14 22:42:00,2025-10-15 01:07:00,2025-10-15 01:10:00,-3.0,3.0,No Delay,False,Not Cancelled,False,140,126,346.86,43704.36,12527.43,Clear,3.0,True,True,False,On-Time / Early,MIA-JFK,10,October,Tuesday,False,4,0.9,0.2861,31176.93,True
FL103172,2025-02-14,Bluewing Airlines,BL304,MIA,ORD,1199.0,Embraer E190,2025-02-14 20:30:00,2025-02-14 20:32:00,2025-02-14 23:10:00,2025-02-14 23:13:00,2.0,3.0,No Delay,False,Not Cancelled,False,250,240,356.08,85459.2,15817.7,Fog,,True,False,False,Minor Delay,MIA-ORD,2,February,Friday,False,1,0.96,0.2851,69641.5,True
FL103523,2025-03-27,Bluewing Airlines,BL814,LAX,ATL,1942.0,Boeing 787,2025-03-27 05:15:00,2025-03-27 05:25:00,2025-03-27 09:32:00,2025-03-27 09:43:00,10.0,11.0,Weather,False,Not Cancelled,False,160,145,353.27,51224.15,23950.93,Clear,2.0,True,True,False,Minor Delay,LAX-ATL,3,March,Thursday,False,1,0.906,0.1649,27273.22,True
FL110053,2025-07-06,Skylink Air,SK190,DEN,ORD,886.0,Embraer E190,2025-07-06 16:45:00,2025-07-06 16:45:00,2025-07-06 18:41:00,2025-07-06 18:32:00,0.0,-9.0,No Delay,False,Not Cancelled,False,250,140,323.65,45311.0,11002.26,Clear,4.0,True,True,False,On-Time / Early,DEN-ORD,7,July,Sunday,True,3,0.56,0.2046,34308.74,True
FL110148,2025-09-09,Falcon Jet,FA510,BOS,LAX,2605.0,Embraer E190,2025-09-09 20:30:00,2025-09-09 20:30:00,2025-09-10 02:28:00,2025-09-10 02:19:00,0.0,-9.0,No Delay,False,Not Cancelled,False,140,131,483.55,63345.05,27596.74,Clear,,True,False,False,On-Time / Early,BOS-LAX,9,September,Tuesday,False,3,0.936,0.1737,35748.31,True
FL110517,2025-04-19,Falcon Jet,FA568,DFW,DEN,641.0,Boeing 787,2025-04-19 14:45:00,2025-04-19 14:40:00,2025-04-19 16:20:00,2025-04-19 16:10:00,-5.0,-10.0,No Delay,False,Not Cancelled,False,180,142,261.77,37171.34,7564.67,Clear,2.0,True,True,False,On-Time / Early,DFW-DEN,4,April,Saturday,True,2,0.789,0.3222,29606.67,True
FL100298,2025-10-26,Bluewing Airlines,BL213,SEA,JFK,2415.0,Boeing 787,2025-10-26 06:30:00,2025-10-26 06:30:00,2025-10-26 12:05:00,2025-10-26 12:10:00,0.0,5.0,No Delay,False,Not Cancelled,False,180,111,332.12,36865.32,26671.75,Rain,4.0,True,True,False,On-Time / Early,SEA-JFK,10,October,Sunday,True,4,0.617,0.0848,10193.57,True
FL102276,2025-05-04,Falcon Jet,FA181,LAX,BOS,2605.0,Boeing 787,2025-05-04 18:30:00,2025-05-04 19:22:00,2025-05-05 00:13:00,2025-05-05 01:13:00,52.0,60.0,Weather,False,Not Cancelled,False,180,117,432.5,50602.5,25399.01,Clear,5.0,True,True,True,Moderate Delay,LAX-BOS,5,May,Sunday,True,2,0.65,0.1079,25203.49,False
FL101153,2025-02-23,Skylink Air,SK790,ATL,DFW,730.0,Embraer E190,2025-02-23 08:00:00,2025-02-23 07:57:00,2025-02-23 09:46:00,2025-02-23 09:38:00,-3.0,-8.0,No Delay,False,Not Cancelled,False,160,129,330.22,42598.38,9642.61,Clear,2.0,True,True,False,On-Time / Early,ATL-DFW,2,February,Sunday,True,1,0.806,0.3647,32955.77,True
FL109309,2025-03-07,Bluewing Airlines,BL566,ORD,DEN,886.0,Airbus A320,2025-03-07 14:15:00,2025-03-07 15:02:00,2025-03-07 16:10:00,2025-03-07 16:49:00,47.0,39.0,Weather,False,Not Cancelled,False,220,170,289.26,49174.2,10157.97,Fog,5.0,True,True,True,Moderate Delay,ORD-DEN,3,March,Friday,False,1,0.773,0.2523,39016.229999999996,False
FL107616,2025-06-25,Skylink Air,SK994,JFK,LAX,2470.0,Boeing 737,2025-06-25 06:00:00,2025-06-25 05:55:00,2025-06-25 11:37:00,2025-06-25 11:41:00,-5.0,4.0,No Delay,False,Not Cancelled,False,180,150,427.88,64182.0,28361.38,Clear,3.0,True,True,False,On-Time / Early,JFK-LAX,6,June,Wednesday,False,2,0.833,0.1444,35820.619999999995,True
FL100778,2025-02-18,Bluewing Airlines,BL423,ORD,ATL,606.0,Boeing 737,2025-02-18 18:45:00,2025-02-18 18:45:00,2025-02-18 20:10:00,2025-02-18 20:15:00,0.0,5.0,Security,False,Not Cancelled,False,250,176,332.93,58595.68,6530.5,Clear,3.0,True,True,False,On-Time / Early,ORD-ATL,2,February,Tuesday,False,1,0.704,0.3868,52065.18,True
FL104176,2025-06-11,Skylink Air,SK970,DEN,MIA,1708.0,Boeing 787,2025-06-11 19:00:00,2025-06-11 18:55:00,2025-06-11 22:50:00,2025-06-11 22:43:00,-5.0,-7.0,No Delay,False,Not Cancelled,False,250,224,409.7,91772.8,16268.89,Clear,,True,False,False,On-Time / Early,DEN-MIA,6,June,Wednesday,False,2,0.896,0.2149,75503.91,True
FL110619,2025-06-27,Falcon Jet,FA590,ORD,JFK,738.0,Boeing 737,2025-06-27 08:45:00,2025-06-27 08:45:00,2025-06-27 10:21:00,2025-06-27 10:28:00,0.0,7.0,No Delay,False,Not Cancelled,False,250,210,270.66,56838.6,9200.52,Clear,5.0,True,True,False,On-Time / Early,ORD-JFK,6,June,Friday,False,2,0.84,0.3081,47638.08,True
FL100657,2025-09-07,Summit Airlines,SU327,SEA,DEN,1022.0,Airbus A320,2025-09-07 13:30:00,2025-09-07 13:30:00,2025-09-07 15:42:00,2025-09-07 15:33:00,0.0,-9.0,No Delay,False,Not Cancelled,False,220,164,266.86,43765.04,12995.52,Storm,5.0,True,True,False,On-Time / Early,SEA-DEN,9,September,Sunday,True,3,0.745,0.1946,30769.52,True
FL107233,2025-08-09,Skylink Air,SK417,LAX,ATL,1942.0,Embraer E190,2025-08-09 05:45:00,2025-08-09 05:47:00,2025-08-09 10:04:00,2025-08-09 10:04:00,2.0,0.0,No Delay,False,Not Cancelled,False,250,183,407.79,74625.57,23153.86,Clear,,True,False,False,Minor Delay,LAX-ATL,8,August,Saturday,True,3,0.732,0.1537,51471.71000000001,True
FL101846,2025-08-17,Falcon Jet,FA669,DEN,JFK,1621.0,Airbus A321,2025-08-17 05:00:00,2025-08-17 04:55:00,2025-08-17 08:32:00,2025-08-17 08:24:00,-5.0,-8.0,No Delay,False,Not Cancelled,False,160,117,334.4,39124.8,17258.19,Rain,4.0,True,True,False,On-Time / Early,DEN-JFK,8,August,Sunday,True,3,0.731,0.1509,21866.610000000004,True
FL102739,2025-08-09,Coastal Express,CO469,JFK,SEA,2415.0,Airbus A321,2025-08-09 18:30:00,2025-08-09 18:27:00,2025-08-10 00:00:00,2025-08-09 23:55:00,-3.0,-5.0,No Delay,False,Not Cancelled,False,140,85,428.15,36392.75,32121.64,Fog,4.0,True,True,False,On-Time / Early,JFK-SEA,8,August,Saturday,True,3,0.607,0.1076,4271.110000000001,True
FL105423,2025-06-06,Horizon Airways,HO536,MIA,ATL,596.0,Boeing 787,2025-06-06 07:00:00,2025-06-06 07:07:00,2025-06-06 08:09:00,2025-06-06 08:10:00,7.0,1.0,Late Aircraft Arrival,False,Not Cancelled,False,160,156,249.27,38886.12,7602.34,Clear,1.0,True,True,False,Minor Delay,MIA-ATL,6,June,Friday,False,2,0.975,0.4078,31283.780000000002,True
FL109435,2025-07-02,Falcon Jet,FA932,ATL,DFW,730.0,Boeing 787,2025-07-02 18:30:00,2025-07-02 18:25:00,2025-07-02 20:02:00,2025-07-02 19:52:00,-5.0,-10.0,No Delay,False,Not Cancelled,False,220,213,256.87,54713.31,9696.34,Rain,1.0,True,True,False,On-Time / Early,ATL-DFW,7,July,Wednesday,False,3,0.968,0.3407,45016.97,True
FL104577,2025-08-27,Coastal Express,CO779,SEA,DFW,1658.0,Airbus A320,2025-08-27 08:00:00,2025-08-27 08:00:00,2025-08-27 11:47:00,2025-08-27 11:54:00,0.0,7.0,No Delay,False,Not Cancelled,False,140,109,270.57,29492.13,16062.79,Clear,1.0,True,True,False,On-Time / Early,SEA-DFW,8,August,Wednesday,False,3,0.779,0.1271,13429.34,True
FL106711,2025-12-12,Summit Airlines,SU693,ATL,DEN,1197.0,Airbus A321,2025-12-12 17:45:00,2025-12-12 18:11:00,2025-12-12 20:21:00,2025-12-12 20:47:00,26.0,26.0,Security,False,Not Cancelled,False,140,122,317.12,38688.64,11478.97,Rain,2.0,True,True,True,Moderate Delay,ATL-DEN,12,December,Friday,False,4,0.871,0.2309,27209.67,False
FL101573,2025-01-31,Summit Airlines,SU301,SEA,MIA,2721.0,Boeing 787,2025-01-31 05:45:00,2025-01-31 05:45:00,2025-01-31 11:40:00,2025-01-31 11:44:00,0.0,4.0,No Delay,False,Not Cancelled,False,160,118,503.21,59378.78,29186.07,Clear,3.0,True,True,False,On-Time / Early,SEA-MIA,1,January,Friday,False,1,0.738,0.1364,30192.71,True
FL107169,2025-04-21,Skylink Air,SK666,ATL,LAX,1942.0,Airbus A321,2025-04-21 08:30:00,2025-04-21 08:52:00,2025-04-21 13:01:00,2025-04-21 13:20:00,22.0,19.0,Air Traffic Control,False,Not Cancelled,False,140,121,395.53,47859.13,18832.71,Snow,2.0,True,True,True,Moderate Delay,ATL-LAX,4,April,Monday,False,2,0.864,0.176,29026.42,False
FL109959,2025-12-21,Summit Airlines,SU442,LAX,MIA,2338.0,Airbus A321,2025-12-21 20:15:00,2025-12-21 20:18:00,2025-12-22 01:17:00,2025-12-22 01:20:00,3.0,3.0,Late Aircraft Arrival,False,Not Cancelled,False,140,106,450.67,47771.02,23098.07,Snow,4.0,True,True,False,Minor Delay,LAX-MIA,12,December,Sunday,True,4,0.757,0.1459,24672.949999999997,True
FL108021,2025-05-12,Summit Airlines,SU359,MIA,SEA,2721.0,Embraer E190,2025-05-12 10:30:00,2025-05-12 11:15:00,2025-05-12 16:44:00,2025-05-12 17:35:00,45.0,51.0,Late Aircraft Arrival,False,Not Cancelled,False,160,111,519.76,57693.36,35411.23,Windy,,True,False,True,Moderate Delay,MIA-SEA,5,May,Monday,False,2,0.694,0.1325,22282.129999999997,False
FL106137,2025-01-09,Coastal Express,CO195,BOS,LAX,2605.0,Airbus A321,2025-01-09 07:15:00,2025-01-09 07:10:00,2025-01-09 12:58:00,2025-01-09 12:48:00,-5.0,-10.0,No Delay,False,Not Cancelled,False,220,195,437.42,85296.9,28645.81,Rain,2.0,True,True,False,On-Time / Early,BOS-LAX,1,January,Thursday,False,1,0.886,0.1488,56651.09,True
FL109272,2025-09-10,Summit Airlines,SU498,ORD,JFK,738.0,Airbus A320,2025-09-10 12:00:00,2025-09-10 13:50:00,2025-09-10 13:41:00,2025-09-10 15:32:00,110.0,111.0,Late Aircraft Arrival,False,Not Cancelled,False,250,198,336.59,66644.82,7297.59,Windy,5.0,True,True,True,Severe Delay,ORD-JFK,9,September,Wednesday,False,3,0.792,0.3612,59347.23000000001,False
FL105967,2025-05-24,Summit Airlines,SU301,DFW,JFK,1389.0,Boeing 737,2025-05-24 06:15:00,2025-05-24 06:15:00,2025-05-24 09:13:00,2025-05-24 09:11:00,0.0,-2.0,No Delay,False,Not Cancelled,False,250,194,342.0,66348.0,18709.52,Fog,3.0,True,True,False,On-Time / Early,DFW-JFK,5,May,Saturday,True,2,0.776,0.1911,47638.479999999996,True
FL110881,2025-08-28,Skylink Air,SK472,ORD,DFW,802.0,Airbus A320,2025-08-28 19:45:00,2025-08-28 19:47:00,2025-08-28 21:34:00,2025-08-28 21:29:00,2.0,-5.0,No Delay,False,Not Cancelled,False,160,151,283.97,42879.47,8019.4,Clear,,True,False,False,Minor Delay,ORD-DFW,8,August,Thursday,False,3,0.944,0.3342,34860.07,True
FL109457,2025-12-16,Falcon Jet,FA524,JFK,ATL,759.0,Boeing 787,2025-12-16 12:15:00,2025-12-16 13:04:00,2025-12-16 14:04:00,2025-12-16 14:47:00,49.0,43.0,Security,False,Not Cancelled,False,140,132,309.68,40877.76,7267.29,Clear,3.0,True,True,True,Moderate Delay,JFK-ATL,12,December,Tuesday,False,4,0.943,0.3847,33610.47,False
FL106393,2025-10-14,Falcon Jet,FA105,MIA,BOS,1260.0,Airbus A320,2025-10-14 16:15:00,2025-10-14 16:26:00,2025-10-14 19:06:00,2025-10-14 19:12:00,11.0,6.0,Late Aircraft Arrival,False,Not Cancelled,False,220,145,366.97,53210.65,15748.72,Snow,5.0,True,True,True,Minor Delay,MIA-BOS,10,October,Tuesday,False,4,0.659,0.192,37461.93,True
FL102482,2025-11-21,Falcon Jet,FA596,SEA,ATL,2178.0,Boeing 737,2025-11-21 22:45:00,2025-11-21 23:47:00,2025-11-22 03:31:00,2025-11-22 04:39:00,62.0,68.0,Weather,False,Not Cancelled,False,160,98,416.4,40807.2,24099.7,Snow,4.0,True,True,True,Severe Delay,SEA-ATL,11,November,Friday,False,4,0.612,0.1171,16707.499999999996,False
FL109104,2025-12-05,Falcon Jet,FA943,JFK,MIA,1091.0,Boeing 737,2025-12-05 16:00:00,2025-12-05 16:02:00,2025-12-05 18:16:00,2025-12-05 18:23:00,2.0,7.0,No Delay,False,Not Cancelled,False,160,128,263.56,33735.68,12697.94,Clear,4.0,True,True,False,Minor Delay,JFK-MIA,12,December,Friday,False,4,0.8,0.1933,21037.739999999998,True
FL106618,2025-04-04,Horizon Airways,HO100,SEA,MIA,2721.0,Airbus A321,2025-04-04 16:00:00,2025-04-04 16:24:00,2025-04-04 22:04:00,2025-04-04 22:30:00,24.0,26.0,Security,False,Not Cancelled,False,180,136,533.79,72595.44,33937.37,Clear,,True,False,True,Moderate Delay,SEA-MIA,4,April,Friday,False,2,0.756,0.1482,38658.07,False
FL101746,2025-03-30,Skylink Air,SK266,MIA,LAX,2338.0,Boeing 787,2025-03-30 21:15:00,2025-03-30 22:39:00,2025-03-31 02:30:00,2025-03-31 03:55:00,84.0,85.0,Weather,False,Not Cancelled,False,180,147,431.81,63476.07,27052.11,Windy,2.0,True,True,True,Severe Delay,MIA-LAX,3,March,Sunday,True,1,0.817,0.1508,36423.96,False
FL111396,2025-10-05,Skylink Air,SK893,JFK,ATL,759.0,Boeing 737,2025-10-05 21:30:00,2025-10-05 21:30:00,2025-10-05 23:01:00,2025-10-05 23:04:00,0.0,3.0,No Delay,False,Not Cancelled,False,160,129,254.89,32880.81,9960.02,Clear,4.0,True,True,False,On-Time / Early,JFK-ATL,10,October,Sunday,True,4,0.806,0.2708,22920.789999999997,True
FL106172,2025-03-15,Bluewing Airlines,BL803,BOS,DFW,1559.0,Embraer E190,2025-03-15 15:45:00,2025-03-15 15:42:00,2025-03-15 19:14:00,2025-03-15 19:11:00,-3.0,-3.0,No Delay,False,Not Cancelled,False,220,217,368.87,80044.79,20822.81,Rain,5.0,True,True,False,On-Time / Early,BOS-DFW,3,March,Saturday,True,1,0.986,0.2334,59221.979999999996,True
FL109073,2025-12-02,Summit Airlines,SU610,ORD,ATL,606.0,Airbus A320,2025-12-02 20:15:00,2025-12-02 20:20:00,2025-12-02 21:49:00,2025-12-02 21:52:00,5.0,3.0,Security,False,Not Cancelled,False,250,237,256.66,60828.42,6096.02,Clear,1.0,True,True,False,Minor Delay,ORD-ATL,12,December,Tuesday,False,4,0.948,0.4015,54732.399999999994,True
FL104650,2025-03-09,Summit Airlines,SU191,ATL,DEN,1197.0,Boeing 737,2025-03-09 16:45:00,,2025-03-09 19:18:00,,,,No Delay,True,Mechanical Issue,False,220,0,296.27,0.0,14003.89,Clear,,False,False,False,Cancelled,ATL-DEN,3,March,Sunday,True,1,0.0,0.0,-14003.89,False
FL103735,2025-10-15,Horizon Airways,HO671,ATL,DFW,730.0,Airbus A321,2025-10-15 20:30:00,2025-10-15 20:37:00,2025-10-15 22:11:00,2025-10-15 22:08:00,7.0,-3.0,Airline Operations,False,Not Cancelled,False,220,160,251.1,40176.0,9059.37,Clear,1.0,True,True,False,Minor Delay,ATL-DFW,10,October,Wednesday,False,4,0.727,0.2502,31116.629999999997,True
FL104736,2025-08-02,Horizon Airways,HO552,LAX,DFW,1232.0,Boeing 787,2025-08-02 05:45:00,2025-08-02 05:45:00,2025-08-02 08:26:00,2025-08-02 08:16:00,0.0,-10.0,No Delay,False,Not Cancelled,False,160,160,302.86,48457.6,15657.92,Clear,5.0,True,True,False,On-Time / Early,LAX-DFW,8,August,Saturday,True,3,1.0,0.2458,32799.68,True
FL108230,2025-07-24,Skylink Air,SK304,LAX,DFW,1232.0,Airbus A320,2025-07-24 20:45:00,2025-07-24 20:40:00,2025-07-24 23:20:00,2025-07-24 23:06:00,-5.0,-14.0,No Delay,False,Not Cancelled,False,250,167,320.62,53543.54,13804.36,Clear,2.0,True,True,False,On-Time / Early,LAX-DFW,7,July,Thursday,False,3,0.668,0.1738,39739.18,True
FL110917,2025-10-18,Horizon Airways,HO585,DEN,LAX,861.0,Boeing 787,2025-10-18 13:00:00,2025-10-18 13:02:00,2025-10-18 14:46:00,2025-10-18 14:55:00,2.0,9.0,No Delay,False,Not Cancelled,False,220,171,255.97,43770.87,10471.89,Clear,1.0,True,True,False,Minor Delay,DEN-LAX,10,October,Saturday,True,4,0.777,0.2311,33298.98,True
FL106628,2025-11-12,Coastal Express,CO567,ATL,LAX,1942.0,Airbus A320,2025-11-12 06:15:00,2025-11-12 06:15:00,2025-11-12 10:38:00,2025-11-12 10:31:00,0.0,-7.0,Security,False,Not Cancelled,False,250,233,400.43,93300.19,19999.53,Rain,4.0,True,True,False,On-Time / Early,ATL-LAX,11,November,Wednesday,False,4,0.932,0.1922,73300.66,True
FL102555,2025-12-22,Falcon Jet,FA881,MIA,ATL,596.0,Airbus A321,2025-12-22 19:15:00,2025-12-22 20:04:00,2025-12-22 20:24:00,2025-12-22 21:19:00,49.0,55.0,Weather,False,Not Cancelled,False,180,161,289.09,46543.49,6446.46,Clear,4.0,True,True,True,Moderate Delay,MIA-ATL,12,December,Monday,False,4,0.894,0.4339,40097.03,False
